ID,Ponto,LATITUDE,LONGITUDE,Fazenda,Município,Textura,Uso atual,Cultura,Manejo,Época,Data da coleta,A,E,gs,Ca,Ci,Ci/Ca,EUA,A/Ci,YII,ETR,Chl a,Chl b,IAF,Chl a.1,Chl b.1,IAF.1,IAF.2,Estágio,Peso Seco
D-26,26,-17.7225,-50.9438,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-07,7,-17.7712,-50.8534,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-45,45,-17.4854,-51.0891,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-89,89,-17.7141,-51.1817,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-63,63,-17.4787,-50.8968,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-06,6,-17.5317,-51.0161,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-15,15,-17.5698,-50.9888,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-52,52,-17.6196,-51.1605,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-15,15,-17.807,-51.0707,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-41,41,-17.8261,-51.0586,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-87,87,-17.8742,-50.8268,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-05,5,-17.4149,-50.8376,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-27,27,-17.8237,-50.925,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-33,33,-17.5561,-51.1837,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-08,8,-17.4909,-50.9663,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-28,28,-17.6636,-50.82,Farm B,Municipality 1,,Anual,Soja,,Verão,2026-01-23,17.8139,3.846,0.203,414.151,227.791,0.55,4.6318,0.0782,0.635,136.991,22.79,14.31,2.77,23.9,14.61,2.93,2.42,R1,91.62
D-74,74,-17.6311,-51.0248,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-85,85,-17.7634,-51.0127,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-09,9,-17.4853,-51.0891,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-81,81,-17.6763,-50.9002,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-54,54,-17.573,-50.916,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-62,62,-17.48,-50.8484,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-10,10,-17.5605,-51.1715,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-51,51,-17.4295,-51.1331,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-33,33,-17.4817,-51.1565,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-59,59,-17.8965,-50.9615,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-36,36,-17.4669,-50.831,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-87,87,-17.7922,-51.092,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-57,57,-17.8918,-50.8168,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-04,4,-17.7259,-50.854,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-38,38,-17.5126,-51.0675,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-24,24,-17.856,-51.0104,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-63,63,-17.7074,-50.8014,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-45,45,-17.7828,-50.9797,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-19,19,-17.5024,-50.8216,Farm A,Municipality 1,,Perene,Cana-de-açúcar,,Verão,2025-12-19,21.7157,7.006,0.2651,429.565,264.317,0.6153,3.0996,0.08216,0.7583,136.171,22.14,9.45,4.31,21.13,9.69,4.6,4.46,V4,39.17
D-73,73,-17.8555,-51.1905,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-40,40,-17.7593,-50.9219,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-25,25,-17.5746,-51.1536,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-66,66,-17.5047,-50.8601,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-78,78,-17.8741,-51.0089,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-03,3,-17.7858,-50.9631,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-02,2,-17.4202,-51.1087,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-05,5,-17.8876,-50.829,Farm B,Municipality 1,,Anual,Soja,,Verão,2026-02-28,12.2842,2.9597,0.1581,405.044,260.606,0.6434,4.1505,0.04714,0.7644,164.109,28.26,8.7,3.82,26.08,8.65,3.89,3.6,R1,88.8
D-55,55,-17.4379,-50.8714,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-84,84,-17.8512,-50.9406,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-44,44,-17.6422,-51.0074,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-46,46,-17.7506,-50.978,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-66,66,-17.5432,-50.8029,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-45,45,-17.7249,-51.1951,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-33,33,-17.4719,-50.8918,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-74,74,-17.6892,-50.9766,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-81,81,-17.4968,-51.0766,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-67,67,-17.7004,-51.186,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-10,10,-17.6181,-50.9116,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-03,3,-17.7262,-50.935,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-22,22,-17.6593,-50.8163,Farm B,Municipality 1,,Anual,Soja,,Verão,2025-12-19,14.2145,2.9727,0.2165,415.672,218.663,0.526,4.7817,0.06501,0.7367,119.867,25.97,9.25,3.06,23.03,9.24,3.01,3.04,R1,84.44
D-28,28,-17.5605,-51.1638,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-75,75,-17.4617,-50.989,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-07,7,-17.4361,-51.134,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-21,21,-17.4353,-51.0675,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-77,77,-17.6642,-50.8632,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-15,15,-17.8612,-50.8501,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-60,60,-17.6815,-51.0641,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-09,9,-17.6344,-50.8883,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-57,57,-17.8453,-51.1619,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-73,73,-17.6146,-51.0743,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-45,45,-17.8978,-50.9971,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-88,88,-17.4904,-51.0029,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-86,86,-17.8511,-51.0896,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-79,79,-17.7018,-50.9445,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-14,14,-17.5234,-50.9369,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-45,45,-17.7033,-50.8428,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-54,54,-17.7949,-51.0763,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-05,5,-17.5956,-51.0931,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-59,59,-17.5603,-51.1038,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-73,73,-17.8675,-51.178,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-61,61,-17.7829,-50.9079,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-52,52,-17.6759,-51.0882,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-85,85,-17.8331,-50.9225,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-51,51,-17.7536,-51.1509,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-34,34,-17.6007,-51.0585,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-48,48,-17.7671,-50.9984,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-80,80,-17.7683,-51.0326,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-20,20,-17.843,-50.8281,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-72,72,-17.5288,-51.0103,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-11,11,-17.4207,-50.916,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-84,84,-17.6674,-51.112,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-42,42,-17.5764,-51.0321,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-41,41,-17.8858,-50.9038,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-20,20,-17.6185,-51.0724,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-36,36,-17.6424,-51.0621,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-07,7,-17.6129,-51.1377,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-21,21,-17.6303,-51.0074,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-13,13,-17.7302,-51.1279,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-41,41,-17.445,-51.1276,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-27,27,-17.4251,-50.9006,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-42,42,-17.7612,-51.0196,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-46,46,-17.4177,-51.0942,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-87,87,-17.5593,-51.0888,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-43,43,-17.7819,-51.0867,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-05,5,-17.7716,-50.8121,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-04,4,-17.4987,-51.1495,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-39,39,-17.7815,-50.8681,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-60,60,-17.8511,-51.0127,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-30,30,-17.6885,-50.8738,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-37,37,-17.7024,-50.88,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-46,46,-17.6232,-51.0623,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-59,59,-17.4932,-51.1358,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-01,1,-17.6787,-50.9459,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-14,14,-17.7627,-51.0395,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-77,77,-17.882,-51.0012,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-46,46,-17.4174,-50.9605,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-77,77,-17.8081,-51.1337,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-11,11,-17.7795,-51.1509,Farm A,Municipality 1,,Perene,Cana-de-açúcar,,Verão,2025-12-19,18.6619,4.77,0.2371,425.448,296.725,0.6974,3.9124,0.06289,0.6465,132.87,30.14,15.61,3.25,29.57,16.78,2.97,3.02,R3,97.87
D-79,79,-17.6665,-51.0707,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-22,22,-17.7574,-51.066,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-31,31,-17.5928,-51.0505,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-48,48,-17.4151,-51.1597,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-89,89,-17.5021,-51.0235,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-49,49,-17.7108,-50.8659,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-63,63,-17.838,-51.1046,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-04,4,-17.6442,-51.0197,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-49,49,-17.6039,-51.0971,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-62,62,-17.5724,-51.116,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-83,83,-17.4221,-50.8077,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-88,88,-17.5751,-51.0918,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-17,17,-17.7869,-50.9901,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-49,49,-17.8284,-51.0847,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-78,78,-17.6486,-50.9979,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-49,49,-17.4403,-51.1588,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-76,76,-17.4819,-51.1693,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-34,34,-17.5291,-51.1048,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-67,67,-17.7243,-51.1133,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-25,25,-17.727,-51.0129,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-26,26,-17.7376,-50.9642,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-87,87,-17.4868,-50.9265,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-60,60,-17.8127,-50.8944,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-16,16,-17.8364,-50.9799,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-44,44,-17.4247,-50.873,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-05,5,-17.5243,-51.0142,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-76,76,-17.4897,-50.9003,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-69,69,-17.6161,-51.1723,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-05,5,-17.7062,-51.0546,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-37,37,-17.7308,-50.8737,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-47,47,-17.5469,-51.1674,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-61,61,-17.6384,-50.8302,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-57,57,-17.663,-50.8639,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-07,7,-17.7351,-50.8272,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-60,60,-17.5683,-50.9937,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-08,8,-17.4571,-51.1136,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-40,40,-17.5242,-50.9969,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-48,48,-17.8092,-50.9881,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-82,82,-17.8311,-50.9376,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-67,67,-17.85,-51.1343,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-28,28,-17.777,-50.9552,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-17,17,-17.7355,-50.9806,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-36,36,-17.8284,-51.1014,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-21,21,-17.8561,-50.9115,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-78,78,-17.7287,-50.9404,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-62,62,-17.7553,-50.8816,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-09,9,-17.7518,-51.0793,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-74,74,-17.778,-50.9704,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-20,20,-17.4696,-51.0068,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-86,86,-17.6517,-50.876,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-85,85,-17.4937,-50.9055,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-34,34,-17.4948,-51.0489,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-24,24,-17.574,-50.9348,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-54,54,-17.8312,-51.1982,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-08,8,-17.8007,-50.9493,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-15,15,-17.4733,-50.9524,Farm B,Municipality 1,,Anual,Soja,,Verão,2026-01-23,10.9486,4.1679,0.2667,421.456,290.856,0.6901,2.6269,0.03764,0.7259,145.702,33.94,7.94,1.61,32.6,7.95,1.54,1.36,V4,125.98
D-81,81,-17.5659,-50.895,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-51,51,-17.403,-51.1845,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-50,50,-17.5176,-50.8656,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-55,55,-17.5621,-51.0998,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-21,21,-17.6456,-50.9128,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-15,15,-17.4417,-50.8094,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-64,64,-17.6204,-51.1996,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-84,84,-17.4079,-51.0592,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-30,30,-17.7602,-51.1872,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-49,49,-17.4445,-51.0381,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-11,11,-17.4177,-51.0138,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-88,88,-17.7674,-51.0429,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-41,41,-17.8939,-50.9774,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-07,7,-17.6756,-51.119,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-42,42,-17.6785,-51.0622,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-39,39,-17.6804,-51.0926,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-17,17,-17.5135,-51.1731,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-38,38,-17.5482,-51.1354,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-16,16,-17.6509,-50.8297,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-18,18,-17.6062,-50.9343,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-25,25,-17.8806,-50.9385,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-73,73,-17.8035,-51.0486,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-32,32,-17.7439,-51.0697,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-30,30,-17.8733,-50.9619,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-89,89,-17.5124,-50.9351,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-64,64,-17.7956,-51.1816,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-01,1,-17.5342,-51.0206,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-17,17,-17.6611,-50.8502,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-02,2,-17.7749,-50.8494,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-68,68,-17.6334,-51.1288,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-60,60,-17.8377,-50.9726,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-58,58,-17.7224,-51.0605,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-21,21,-17.4041,-51.1058,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-54,54,-17.5706,-50.9761,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-11,11,-17.7656,-50.9232,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-87,87,-17.4622,-51.0864,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-13,13,-17.8298,-51.0324,Farm A,Municipality 1,,Perene,Cana-de-açúcar,,Verão,2025-12-19,24.9843,6.1059,0.2802,419.305,239.542,0.5713,4.0918,0.1043,0.6549,168.267,26.88,11.73,3.24,25.6,11.5,2.88,3.09,R3,91.31
D-01,1,-17.5708,-50.8682,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-29,29,-17.5632,-51.0175,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-90,90,-17.6726,-51.0344,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-25,25,-17.8109,-51.1919,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-52,52,-17.5746,-51.1487,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-88,88,-17.6625,-50.9586,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-86,86,-17.4465,-50.9706,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-58,58,-17.6983,-50.8307,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-19,19,-17.777,-51.0034,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-35,35,-17.8381,-51.1255,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-18,18,-17.6926,-51.0691,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-53,53,-17.8401,-50.8004,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-20,20,-17.7747,-51.0189,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-28,28,-17.7806,-50.9314,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-59,59,-17.7771,-50.9081,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-13,13,-17.4556,-50.883,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-01,1,-17.4885,-50.8391,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-54,54,-17.4471,-50.9999,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-02,2,-17.418,-50.8737,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-59,59,-17.8096,-51.0592,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-65,65,-17.4315,-50.9574,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-38,38,-17.6255,-50.8222,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-39,39,-17.5993,-50.8945,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-73,73,-17.4385,-51.1171,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-09,9,-17.8228,-51.0786,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-16,16,-17.7625,-51.1895,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-18,18,-17.8723,-51.184,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-23,23,-17.4589,-50.9446,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-90,90,-17.522,-51.0563,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-43,43,-17.6948,-51.1328,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-63,63,-17.7402,-51.0824,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-75,75,-17.6021,-51.1524,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-43,43,-17.6335,-50.9248,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-50,50,-17.4725,-50.9185,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
